text,label
"NOT RECOMMENDED soalnya sering air mati, ga ada air panasnya, tamu berkunjung cm boleh 5mnt aja, karyawannya judes bgt.. ",0
kalau malam terganggu dengan suara musik,0
kondisi ruangan dan kamar hotel tidak sesuai dengan foto,0
"Pas saya check in, sy dialihkan ke hotel lain karena hotel ini penuh. ",0
Jellek ga ada selimutnya handuk kotor ruangan ga wangi,0
"Kamar kotor, air tidak lancar sampe gak mandi
 saya, untuk pertama kali airy mengecewakan ",0
Pokok e the best lah.... Pelayanannya keren.... Recommended banget,1
saya cek in tgl 2 maret 2018 hari jumat tapi malamnya saya tidak tidur dikamar dan kunci tetap saya bawa. dan saya besoknya dihubungi oleh pihak penjaga bahwasannya kamar saya dimasukin mereka karena ada yang bocor dipipa wastafel. lalu mereka mengganti kamar saya dan kamar yang digantikan bekas dipakai orang. karna ada handuk basah dan kotor ,0
"kamar bocor hujan, minta ganti kamar tetep bocor juga. malah lebih parah. rembesan toilet lantai atas. shower closet bau ee",0
"skurity nya pd ga sopan,ga ramah,muka asem.smpai pas saya cek in ada HT yg tertinggal dikamar.kya ga dirapikan sblm tamu cek in.",0
"Mentang2 murah,terus pelayanan nya juga jadi murahan,airy kalau cari mitra nya tolong di beri arahan lagilah,udah AC nya panas,TV nya ga ada siaran,betul2 kecewa berat saya,mikir2 lagilah kalau mau ambil di airy,mending ke Trveloka aja lagi..",0
Adem poll suasana jogja banget,1
"SANGAT MENGECEWAKAN .  Awalnya dikasih kamar yg jelek dan peungap. tdk ada fasilitas airy. dengan alasan kamar 
penuh. setelah saya protes, baru dikasih kamar airy.   intinya SANGAT KECEWA",0
standar aja.. agak berisik pas pagi2. menggangu tidur. kalau bisa karyawan nya jalan pelan2 biar gk ganggu ,0
panas bangunan agak tua dan bau,0
wifi agak lemot,0
"saluran tv lokal saja, di langit2 kamar tdk di bersihkan...sudut2 kamar tdk di bersihkan...",0
kbrsihan perlu d tingktkan .. ,0
kamarnya acnya tidak dingin,0
"Ac tdk dingin,mungkin butuh perawatan ,selebihnya oke",0
tidak sesuai dengan gambaran yg ada ,0
"hotel tidak bagus. terdengar suara karaoke dari luar (tidak kedap).kloset mati. air panas mati. sarapan sangat tidak enak., hanya nasi dengan sup saja",0
cek in 14.53 kamar belum siap. ,0
"bersih, nyaman. tapi saran saya selimutnya diganti. hotel ini cocok buat para backpacker.",1
Pelayanan kurang memuaskan dan juga kebersihan dihotel itu dan juga Air dikamar mandi kecil dan suka habis... ,0
"tv rusak, walaupun akhirnya di ganti
",0
"sekali lagi airy menampilkan perbedaan antara foto dan kenyataan
hot water gk ada trus shower juga kecil keluarnya
ac ny wassalam
kanan kiri berisik 
tapi sarapan ny maknyus
yg bikin sedih itu ketika kita booking yg ditampilkan yg keren tp pas kita check in yg kita dpt yg menyedihkan 
ini sering terjadi di airy rooms
",0
"Tidak nyaman
",0
kamar tidurnya lumayan luas dengan harga yang terjangkau tempatnya nyaman,1
tempatnya sepi :(,0
showernya rusak.airnya kemana mana,0
"sedikit kecewa, pesan kamar utk 2 org. tp hanya dikasih kamar utk 1 org.
komplain melalui chat 24 jam tidak ada tanggapan yg baik.",0
"AC tidak ada remot, dinyalakan oleh petugasnya pakai pulpen.. ac tidak dingin.. kamar sempit.. ",0
"kamar nya tidak sesuai foto nya...
dan ac nya kurang dingin dan tidak ada pengharum kamar mandi nya",0
"-kamar mandi tdk ada kunci
-handuk lusuh
-tdk ada gantungan baju /hanger
-tdk ada tissue
-daerahnya/alamat sulit dicari


       ",0
"karena mendapatkan kamar yang kotor , tidak bersih...tidak sesuai dengan yang dipoto...keran air bocor...pada saat b'fast dihari ke2 waiternya jutek dan tidak ramah sekalipun kita minta tolong untuk  order air panas buat termos susu, malahan ditolak order tsb",0
sudah jam 2 tp kamar blm siap,0
"wc nya kotor & berkarat, yg paling parah nggak ada semprotan air di dekat wc.",0
kamar mandinya mampet kebersihan kurang terjaga.,0
"untuk pelayanan sih lumayan lah, dapet sarapan juga, cuma ko untuk kamar ada 1 kamar yang ac nya sama sekali gak dingin cuma angin doang, trs untuk air dinginnya gak keluar cuma air panasnya ajah itu pun panas banget gak bisa diatur. ",0
"sudah bayar gak bisa nginap, pintu gerbang di portal security nya gak ada yg jaga
",0
complain saya tidak di tanggapi,0
"murah sich iya cm klo smpe harus dipindahkan ke hotel yg lain dgn alasan sdh melewati waktunya jd kamar udh full waktu dinihari sendirian lg trus securitynya galak nya mnta ampun rasanya kapok dah pilih airy 
tp kejadian ini bru x pertama dan cs hotelnya menyalahkan tamu krna g konfirm klo pesawat delay pdhal setiap x masuk airy jm brp aja bs masuk",0
"Tidak ada air mineral, kamar cukup luas namun dudukan tutup toilet terbuka alias rusak, ac kamar kurang dingin",0
Kacau kalo boleh saya putar ulang waktu saya tdk akan menginap disini,0
bau kamar mandinya. wifi lemot.. mohon ditingkatkan lagi sarana dan prasarana. ttrima ksh,0
toiletnya tidak bisa di flush. jadinya susah untuk buang air kecil. harus di siram menggunakan shower.,0
Kamar nya beda sm yg difoto,0
banyak kecoa. kamar tidak ada remote ac. tidak ada complimentary dr airy walaupun sudah diminta,0
Recommended. I will be back. greats,1
"tidak bisa menginap bersama orang lain , harus bersama keluarga/terikat . seharusnya peraturan tersebut di publikasi kan sebelum orang memesan , agar tidak kecewa . dan tidak bisa di cancel , jadi uang tidak di kembalikan",0
kamar superior tetapi kecil banget. keterangab luas kamar tidaj jelas. foto mengelabui. sangat mangecewakan,0
Kok harganya suka naik turun sih ??,0
"wifi lambat, ac lama dinginnya, selimut bahannya kasar ??",0
"bau banget kamarnya,mas gak ramah saya kehilangan uang disana gak jujur room boy nya nyesel.
",0
"lampu kamar mandi putus, dan tidak diganti walau sudaj dilaporkan ke reception. wifi juga mati.",0
"agak kaget waktu masuk kamar, lantai masih basah krn baru aja d pel dan kelihatan d pojok2 masih ada kotoran/tanah semacamnya gtu. selama order via airy baru kali ini ga d sediakan tempat sampah dan keset buat kmar mandi jadi ya lantai basah karena memang ga ada keset :( jadi terkesan ga bersih. selain itu saluran tv nya ga stabil.",0
"ac nya gak ada dinginnya... 
",0
Tidak ada air panas??,0
"Tempatnya nyaman dan tenang, kebersihan oke.",1
Kenyamanan ok...harga ekoomis...tempat cukup strategis...hanya kekurangan pada air panas d kamar mandi yang kurang panas,1
"kamar tidak dirapikan,set airy tidak dipasangkan
",0
"tidak ada yang berkesan.. tidak mendapat paket dari airy berupa snack dll, dan tidak disediakan handuk, kamar berdebu",0
Beda sama yang mbak2 nya mas2 nya banyal nanya sama sama kurang nyaman,0
"Tembok kamar kotor, channel TV buruk gak bisa nonton byk semut. Tidak ada snack airy dan suasana kamar bukan Airy Style biru putih.

",0
"banyak fasilitas yang kurang baik, air mandi, AC kurang dingin dan TV gak jelas ...
",0
kamar mandinya tidak terpelihara dan berbau tidak sedap..... ?,0
"kasur masih diplastik dan tidak boleh dibuka sehingga tidur tidak nyaman dan panas.
air minum dan camilan tersedia hari kedua karena cek in hari minggu tidak ada petugas.
kamar mandi tidak ada gantungan baju.
kamar tidak dibersihkan dan sprei, bed cover, bantal guling tidak diganti karena cek in hari minggu, tidak ada petugas.",0
"tdk sesuai harapan
",0
kamar jelek,0
air panas ok semua ok cm check in harus nunggu jam 2 tepat,1
gelap,0
kamarnya sempit. dan toiletnya tanpa dilengkapi dengan pengunci pintu. saluran lubang air nya selalu mimpet dan air nya menggenang ketika mandi,0
tempat yg kurang cocok untuk penginapan seorang muslim,0
kamarnya enak..tp dilantai 4..naik keatas pakai tangga...,0
"Tidak ada handuk, tidak ada tisu, tidak ada bak sampah",0
kamar bau tak sedap. seperti bau selokan . tdk ada ada WiFi. Tidak ada jendela.  lokasinya saja strategis,0
"pelayanannya parah pake bgt, sudah booking atau blm aja gak bisa ngecek. Titip barang 15mnt di lobby jg gak bisa, petugas ilang2an trus...",0
?,0
jelek... kotor...jangan pernah ke situ dah. bakal nyesel. pelayanan kayak tai,0
"Kamarnya sangat kotor  lantainya, sprei banyak noda, kamar mandi spooky, handuk kumal dan staffnya tidak ramah.",0
"SARAPAN KACAU.. SISA TELUR DOANG, ",0
"Bangunan tua, lampu di kamar terbatas kamarnya jd terlalu redup.",0
1. property adalah kost2an,0
Nice and pretty good place to stay in.,1
Kamar nya tidak sesuai dengan gambar. Dan AC nya gak dingin. Seperti tidur di sauna padahal sudah 16 derajat.  Dan settingan sudah dingin. Harus ganti freon. Toilet nya kotor banget ????,0
"wifi tidak hidup, airnya bau, pelayanan kurang baik, mirip ngekost

",0
Dapet kamar yg acnya gk dingin,0
"kamarnya kecil.
",0
"Saat check-in kamar tidak ready.
Tidak ada koordinasi yang baik antara system dan pelaksana.
Tidak disediakan Complimentary (Peralatan Mandi).
sudah complaint k CS jawabannya sedang dikonfirmasi terus.",0
Tersempit selama pake airy 2 tahun belakangan dan pintu bercela :(,0
"Kamar nyaman, bersih, setiap hari selalu dibersihkan, handuk diganti juga setiap hari. dapat snack d",1
"tidak ada Wi-Fi, kamar mandi kotor dan makanan kurang enak ",0
seprai kotor..,0
pelayanan sangat jelek ,0
tidak jd nginep karena air keruh..kotor bau dan kluar pasir..menurut bagian terkait baru di ganti pipa jd seperti itu..????,0
"tidak sesuai dengan gambar di aplikasi, layanan kurang memuaskan.",0
tidak ada snacknya tidak ada bacaan airy room d kamarnya seperti kamar biasa apakah cs nya tidak tau yaa?,0
tolong air minumnya di ganti botol yg besar,0
Versi dan nyaman dan pelayanannya baik,1
"Ramah banget. Lokasi strategis, dekat kemana-mana, mantap.",1
akses menuju penginapan yg sempit dan byk perbaikan jalan,0
"saat ceck in dipersulit, dan pelayanan kurang ramah, ",0
Gak dapat property dr airy .  Kamar tidak disetting airyrooms. Dan kamar terlalu bising . Suara kamar lain dan suara di koridor sampai terdengar dr kamar.. So bad lah ini kamar,0
"pintu kamar tidak bs di kunci
kurang nyaman 
",0
CS ribet bgt.. dulu bisa ubah jadwal. Untung pihak hotel baik bisa ubah jadwal tanta ijin dari airy. Aplikasi sampah. Nyesel booking disini udah mahal. Mau ubah jadwal aja bertele2 ujung2 bilang gak bisa. Dah habis pulsa ane. Kamvrettt ,0
"bisnis kantor

",0
??,0
Bagus.. kolam renang lumayan luas dan kamarnya terjangkau,1
Penginapan sangat bersih dan nyaman,1
"saya c/i jam 20.00, tidak ada seorgpun petugas jaga. lalu saya ngetuk pintu ruang staff dan bgitu staff kluar terkesan jutek dan bilang ""kita ga terima bookingan, kita ga dapet email dr airy. tanpa ada kata maaf. lalu saya pun bilang.. saya sudah pesen dr kmren dan sy pun punya voucher. lalu apakah itu masalah saya???"" terkesan tidak profesional",0
Air panas tidak berfungsi. Amenity kit tidak ada. ,0
"tidak bersih,check lambat,datang jam 2 malah bisa check in jam 3",0
G bagus,0
"kamarnya oke, hanya pelayanan nya saja, pegawai yg bertugas disana tidak ada senyum salam sapanya. BIG NO",0
"pelayanan lambat, perlengkapan airy tidak ada, kamar bau",0
kecewa dengan app airy room ,0
"cukup 1x aja nginep disini, sesuai dengan harganya",0
pelayanane NGGATELI!,0
"Ketika istirahat malam sekitar pukul 11 pm, kamar saya coba ada yg masuk dari luar. Sepertinya itu staff nya",0
"Kamarnya enak, kasurnya apalagi empuk lah. Air panasnya berfungsi normal. Ditambah ada snack untuk tamu. Makin nyaman deh. Top.",1
"kasurnya kecil, snacknya terbatas, ac kurang dingin. gak bagus kalau utk berdua. 
terima kasih",0
kotor kamar mandi mampet bau ,0
pelayanan ga bagus,0
"kamar murah tapi bersih dan wcnya juga bersih, lokasi dekat dengan pantai jalan kaki sekitar 10 menit, dekat kfc, dikasih 2 kunci, untuk pagar dan kamar, jadi tetap aman. dapat cemilan dari airy rooms. puas sekali. ",1
kebersihan lantai dan sprei masih kurang. selebihnya okeee.,0
"Shower mati, flush wc mati, tidak di berikan air mineral, tv tidak ad signal, lampu redup, penginapan terburuk airy selama saya menggunakan airy!!! SANGAT MENGECEWAKAN",0
"sinyal wifi lemah.,lantai berminyak/agak licin, kamar mandi kurang bersih",0
"pelayan kurang ramah dan pingin tau urusan pelanggan, diberikan kamar yg bauk asap rokok, dan tidak sesuai dgn pemesan, dikasi twin bed padahal yg saya pesan double bed. so sad",0
Gak jadi nginap karna tidak bisa check in pagi ,0
Clean & Neat and the staff are nice ,1
"Untuk kamar sebenarnya bagus , namun kebersihan kurang. Seperti sprey selimut warna kusam dan kotor (sperti tidak di ganti) ",0
"hotel dengan budget yang sangat terjangkau, hotel bersih, gak mengecewakan, memuaskan, intinya semua sesuai,, ",1
"Kamarnya sempit, buat sholat kurang nyaman",0
"Kamar kurang bersih, di kasurnya banyak semut. Dan saya pesan 2 malam, tp service (perlengkapan mandi, air mineral, dll) hanya dapat 1 hari saja, tidak di perbarui di hari ke dua nya.",0
"Keramahan staff sangat kurang, dan tidak helpfull meski kami menginap 3 malam. ",0
"kamarnya kecil ya, susah untuk parkir mobil",0
"Yang Perlu diperbaiki :
1. Kamar sedikit dipaksakan, tempat tidur gede luas kamar kurang, jadi area bergerak sempit
2. Kamar pengap, jikalau pun pakai ac diberi pengharum lah
3. Kebersihan kurang
4. TV mantap, siaran tidak ada, berbayar semua
",0
"sprei kotor, kurang beesih, tidak nyaman, airy room paling mengecewakan",0
Perlu diperharikan lagi pelayanannya,0
"sangat sangat kecewa,,,,,seperti kandang hewan kok di jadikan hotel,,,,
air gak ada,,selimut jorok,,,pintu lepas semua,,,,",0
"Malam kedua mati air, saya pagi2 check out tidak bisa mandi terlebih dahulu.
Bantal airy tidak dibersihkan, sehingga bau iler penghuni sebelumnya.
Kamar tidak terawat, seperti gantungan gorden patah tapi dibiarkan saja, per kasur sudah rusak jadi masuk ke dalam jika tidur, dan gambar di airy tidak sesuai kenyataan.
Semoga kritik ini jadi perbaikan.",0
Tidak ada handuk untuk mandi,0
problably the worst airyrooms ever,0
"Kolam renang nya sangat kotor, sepertinya sedang ada renovasi. Agak berdebu di dalam roomnya, channel tv tidak banyak. ",0
"Payah , Saya nginap 4 Hari cuman sekali di kasih kotak Airy ",0
"over All good  ini Airy gabung dengan hotel The herlina    kamar bersih, Ac dingin  hanya saja tidak ada Tissue  dan sedikit bising karena dekat dengan bandara  terdengar suara pesawat landing dan take off    But good lah..   gandengan dengan Alfamart jadi sangat mudah cari cemilan..   ",1
"Suasananya enak kamar lumayan bersih, dapat snack gratis, pas menginap sama anak kecil jadi mereka senang, saluran TV lokal tapi gambar bagus, Cuma AC-nya kaya pake kipas angin doang, berasa angin sama berisik doang tidak ada dingin-dinginnya, air agak berbau dikit pas awal, tapi lama-lama tidak lagi, Teko listrik di beberapa kamar rusak.",1
Recommended dan cocok untuk liburan di solo.,1
"Dihari kedua, kamar nggak dibersihkan,  nggak di beri air minum dan snack ",0
KOTOR,0
so far kamar bagus. tapi untuk handuk keduanya sangat bau . tdk d ganti spertinya. sdh d komplain tdk ad tnggapan,0
"orangnya marah-marah
",0
"Wifi kenceng, TV cable lumayan, ukuran kamar cukup lah... untuk range harga segitu, more than I expected, deket2 banyak yang jual makanan... kalau airy, dapat snack gratis... Lumayan buat nyemil2 Saran, kalau bisa difasilitasi penyewaan motor, karena di pa",1
"tengah malam berisik,ac bocor dan banyak nyamuk",0
"Saya sering nginap disini biasanya nyaman, tapi kmrn saya nginep 2 hr dapat kamar no 22 AC panas tidak berasa , tidurpun sampai keringetan ",0
Clean and cozy for business trip. But the host sometimes not there.,1
kamar jelekkkkk,0
"Tidak tertulis syariah ternyata syariah, jadi tidak bisa menginap",0
"Sederhana, bersih dan rapi. Cocok untuk sekedar singgah atau menginap 1 hari. Tapi, agak berisik. Ob",1
"Kamar mandi yang buruk, closet tdk berfungsi dgn baik. ",0
AC-nya sempat bocor.,0
"menginap hari kedua . harusnya ada tambahan atau penggantian fasilitas . . 
??
saran saja sih. biar customer betah untuk kembali lagi",0
"bangunan tua , panas... ga ada kulkas.. dantempatnya terpencil",0
"tidak sesuai dngn yg di foto, kamar mndinya kotor, ACnya bocor, tidak ada snack sperti airy yg lainnya, wifinya tidak bisa terhubung, untuk kamar double handuknya kurang satu, smoga bisa di perbaiki lbih baik lagi??",0
"Kurang Bersih kamarny..Staff Kurang Membantu..

",0
"kamar terlalu kecil untuk berdua, terkesan kotor, lumayan nyaman",0
"CS tidak berada di tempat, klo kamar ok, kamar mandi yg kurang nyaman",0
lebih di perbaiki,0
"yg perlu diulas itu airy nya bukan hotelnya, bolbal saya tlp ke hotel sendiri bahwa kamar penuh tp airy msh terima order. ealah airy mbok ya jgn php ke customer. maen opsi pindahin hotel. lha namanya boking kan bnyk pertimbangan, salah 1 nya dekat ke tujuan. klo makin jauh mau msh free pick up/drop off?",0
"selimut apek, banyak nyamuk, toilet tidak bisa disiram",0
"Menurut saya gak sesuai dengan standard airy, sprei kotor berdebu dan banyak noda lipstik yaikss....saya sampai harus memilih dimana saya tidur dan ogah bgt pake selimutnya, air hangatnya mati, langit2nya banyak sarang laba2 dan cermin di kamar mandi selotipan persis hotel versi horor kayak di tv...bnr2 trauma :(",0
"Karyawan tidak ada yang ramah,  ac di kamar bocor, kamar tidak sesuai dengan di gambar,kamar bau. ",0
Tanggal check in - checkout di aplikasi yang berubah dan kamar yang di berikan  tidak sesuai dengan di foto (kotor) ,0
"kamar mandinya kurang bersih, ngak ada pewanginya juga. mohon di tingkatkan kembali..",0
"kamarnya lumayan nyaman tp sayang air mandinya kurang memuaskan..
",0
sprei bantal n kasur bantal kagak d ganti..kotor dan..bau...bekas penghuni sebelumnya..gw telp resepsionis minta d ganti yg baru...tlg d tingkatkan donk kebersihanya,0
"AC ruangan panas, lampu ruangan juga redup",0
"keran selang toilet duduk rusak, remote tv tdk berfungsi/rusak sehingga klu pindah channel tv mesti maju ke tv.",0
kamar lembap,0
"kurang memuaskan,, handuk tidak ada,peralatan mandi khas airy jg tidak tersedia
",0
"Saya tidak jadi nginep  karena ada kepentingan, dan airy nya gak bisa mengundurkan",0
"di kamar msh ada sisa puntung rokok. kamar bau asap rokok.
closet tidak ada flushnya. dan tidak ada keset ddpn kamar mandi jd agak licin. mohon diperbaiki ya. ",0
Foto yg ditampilkan berbeda sama realisasi kamarnya,0
hotelnya kebakaran huff,0
Sy kecewa dgn pelayanan housekeeper.saat sy suruh bersihkan kamar ada brg sy yg hilang diambil nya.,0
3x mati lampu karena tegangan listirk trun,0
"sebenarnya hotel lumayan bagus dan terletak di pusat kota. kamar cukup bersih dan bagus, hanya saja pesan 2 kamar, dua2nya AC nya panas. ada ATM center di depan hotel, dan banyak makanan enak di depan hotel.",0
ada tungau di kamar. kunci pintu tdk bs di buka di pahi hari.,0
"Dapet kamar yang kotor, lantainya lengket, dindingnya kotor. Airnya pun g jernih. Dan tidak dsediakan handuk mandi. ",0
belum sempet dipke vouchernya krn wktnya tdk bs direschedule..,0
"Nyaman , tapi selimutnya satu untuk berdua :)",1
lagi boker ehh airnya mati.. untung airy kasih 2 botol air minum,0
Tidak diberikan snack & perlengkapan di kamar mandi.,0
"+ Staff n security baik ramah
+ Dapat sarapan, nasgor/bakmi/roti bakar
- Anak saya nemukan KONDOM habis pake d  bawah bed, jijik jadinya, lgsg negativ thinkg
- Bangunan kusam, hrs diupgrade
- Kebersihan sangat kurang, kamar mandi jorok n bau",0
Hotel yang sangat nyaman untuk beristirahat,1
kamar cukup besar tapi kamar mandi bau tak sedap seperti bau sepitank yg menguap keluar,0
"tv rusak tidak menangkap sinyal dan tidak segera ditangani, shower rusak, tidak 
mendapat sarapan padahal tercantum with breakfast pada pemesanan, cemilan diberikan terlambat, tidak mendapat air minum, wc kurang nyaman, peralatan kurang baik, handuk bau",0
"Kamar mandi kotor, kamar terasa pengap dan agak gelap",0
"airnya g nyala sama sekali.  pagi itu g mandi deh 
",0
"Awalnya bilang mau ambilin laundry, tapi ga di ambilin.. untuk tempat yaa lumayan tapi agak sempit, staffnya cukup ramah",0
"Ac nya tidak dingin, merase gerah saat tdur.. ??",0
"ac jelek, ruangan pengap, kotor, dinding lembab, tidak ada air minum, tidak sesuai fasilitas yg ditawarkan, jauh dibawah standar airy, sangat2 mengecewakan, kamar yg saya tempati 206 lt 2, 
",0
"Sesuai dengan foto, pelayanannya bagus, kamar bersih, pokoknya sangat memuaskan deh",1
"kamar sih oke.. kurangnya gk ada tempat sampah didalam, penjaganya susah dicari dan judes, menginap 6 malam cuman dapet air mineral dan snacknya cuman pas pertama masuk doang.. kesel tapi okeh lah buat kamarnya",0
"acnya panas dan airnya habis... remotenya eror.
oiya tumben jg cemilannya tdk ada hehe.. tumben2nya..biasanya excellent... pengelolanya baik bgt dan ramah...mgkn sistem airnya dpt diperbaiki...",0
"Air di kamar mandinya terasa perih dimata, kenapa ya?",0
"sangat kecewa dengan kebersihan kamarnya. di toilet banyak cacing2 halus berwarna merah keluar dari lubang pembuangn air dan menempel di dinding kloset serta kamar mandi, dibawah tempat tidur debunya tebal sekali, seperti tidak pernah dibersihkan. tidak perlu fasilitas semewah hotel berbintang, yang penting kebersihan adalah no.1 mohon diperhatikan",0
Not good,0
"Bersih dan nyaman oke. Tapi AC sentral, shower permanen dan menu makanan masih jadi catatan. Musik di pagi hari cukup mengganggu tamu yang baru bisa tidur pagi.",1
tidak sesuai ekpektasi,0
kebersihan kamar kurang krn terdapat serangga d dalam kamar mandi..,0
"kamarnya okk...  waktu cek-in kamar nya
 lama banget dr jam 13:00 tunggu  smpai jam 15:00 br dpt kunci kamar..  tunggu di lobi 2 jam",0
"tidak ada tisu toilet,air panas tdk jelas",0
lokasi strategis sangat dekat dengan farm house,1
"AC nya kurang dingin padahal sdh Full... 
sedikit kecewa,di Airy Lain Ada Snack/suguhan gratis di BestInn hanya Ada Air mineral.",0
"Di kamar, terutama lemari dan meja, banyak semut, entah datangnya dari mana.",0
"terlalu berisik karena ada anak2 sekolah 
minggu yang bersuara keras",0
"kamar dilantai 3. sy dituduh merokok didalam kamar, hanya karena cs menemukan bungkus rokok ditempat sampah dalam kamar,. padahal sy merokok diteras, karena tdk ada asbak, puntung sy masukan dibungkus rokok (kebetulan rokok sdh habis) dan sy buang ke tempat sampah dikamar. dan staff yg menuduh (laki2) tidak minta maaf stl dijelaskan persoalannya.",0
"Tempat kecil dan berisik, karena pada saat stay ada pembangunan gedung di depan hotel",0
"kamar bersih, saklar lampu gagal diperbaiki, AC kurang dingin",0
handuk belum tersedia pas udah masuk kamar,0
?? WCnya airnya gak idupp...,0
"kmr ga sesuai foto, dpt yg twin & kamar nya sempit bgt, kamar ga kedap suara jd berisik bgt ada suara pembangunan, lampu kamar mandi gelap, water heater nya ga jalan, colokan listrik nya ga efisien bgt tempat nya masa tinggi bgt di atas kaca dan satu lg dkt bgt ke pintu, ga ada lift, sampe td kamar sebelah kaki nya patah pake tongkat di ksh di lt3",0
"Jika Wifi emang tidak ada..  Jgn di buat ada..  
Lt 4 ribut..  Mungkin ada keluarga atau apalah..  
Kmar gede..  
",0
cat ulang doonkkkkkk,0
"spooky anak saya 1 tahun nangis histeris,kotor, shower air panas mati walau akhirnya dimasakin air panas.. ",0
Air mandi bau,0
"Nyaman, Lokasi Strategis, Pelayanan Ramah ",1
kecewa. tidak seperti yg diperkirakan,0
"ac gak dingin, kamar mandinya kurang bersih",0
"Lokasi strategis mudah ditemukan, kamar nyaman, tapi fasilitas wifi sangat kurang. Jenis makanannya ",1
Hotelnya jauh dari harapan layak,0
"gabisa pindah hari padahal saya salah input pas pemesanan, dan di hari itu pun saya cape mau istirahat
mohon adakan fitur apabila ada orang orang yang salah input seperti saya",0
"air sangat kecil , susah mandi pake shower",0
keluarga kami kecelakaan saat perjalanan menuju hotel.ternyata tidak ada opsi refund pembatalan.ya sudah gak bisa memberikan ulasan,0
Kamar luas. AC dingin. Air panas shower oke panasnya. bersih. TV oke... Recommended buat yang just mampir kota Probolinggo,1
"gak sesuai dengan gambar, jorok.. not recomended.. ",0
kurang sigap dan masi renovasi jd suka berisik. ,0
"kamar ala kadarnya, gak ada tv nya",0
"hari pertama kamar mandinya sangat bau,, kamar banyak debu, sprei udah usang. tapi setelah minta dibersihkan udah ga bau lagi dan jadi bersih.",0
"Menginap disini bagi saya amat sangat bagus, staf Bangka Suites sangat friendly dan kekeluargaan jadi merasa seperti di Townhouse, tempat kuliner tradisional tenda dan rumahan banyak pilihan hanya berjalan 10. Menit dari Bangka Suites dan berdekatan pula dengan kemang avenue mal dan kemchicks kemang",1
"Pelayanannya jelek banget, airnya di matiin.. kalah pagi pagi harus cari orang dulu buat nyalain!!! engga ada air anget, pas dateng engga ada orang !! kecewa pokoknyaaaa",0
"kamar kecil dan standart, kebersihan toilet harus dtingkatkan
air minum sangat kecil dan hanya 1 biji",0
"kamarnya tiap hari di bersihin dong walaupun tamu nya belum chek out, masa harus di bersihin sendiri sama tamunya sih..",0
"kamar agak bau apek, ranjang peer bunyi. ",0
not good,0
"air hangatnya cuma sebentar ,,dihari kedua air panas g hidup seharian.kamar tmn g dbersihkan.
",0
"Sempit,,handuk blm ada ...keset ga ada...",0
"gak ramah Sama sekali
",0
"Air mati ,closet tidak jalan waktu mau dibutuhkan keruh airnya, kecewa sangat setiap mengunap pasti aja ada yg rusak semoga jadi perbaikan kedepanya biar tamu tetap betah",0
perlu banyak perbaikan.... ,0
terlalu sempit dan pengap,0
"untuk kamar standar lah, sesuai budget. lebih bagus lagi kalau kamar mandinya di perbaiki. untuk makanan hanya dikasih mie instan saja :(",0
"bersih, nyaman, dekat area pondok indah, fatmawati, simatupang jakarta. ",1
"pelayanan kurang baik,  masuk tidak di layani sebagai tamu ",0
"klau bisa dinding kamar yg berlobang diperbaiki dan diperbarui supaya tikus tidak bisa masuk kdalam ruang kmar.


",0
"Gak sesuai foto, baru ini nginap di airy di jakarta tapi gak sesuai ekspektasi. Ac gk enak,toilet ala kadarnya, snack hari pertama aja. Gk dibersihkan. Macam2 lah. Beda sama airy selain jakarta",0
"wifi, sarapan, air Mineral tidak ada , kecewa bah

",0
"lift mati,kamar lakadarnya,not recomendes",0
Informasi dr Customer Service kurang jelas. Sarapan tidak sesuai dengan harga. ,0
Sumpah ini kecewa banget. Di kamar mandi ada kecoa nya,0
"kasurnya kurang nyaman
kamarnya banyak nyamuk
.
",0
ga dikasih sarapan  nya ,0
"Sprei banyak bercak kotor, lantai berdebu, banyak nyamuk dekat jendela, kamar mandi tidak ada air panas, batas kamar mandi dgn kamar tidak sampai atas plafon, tidak ada tempat sampah dlm kamar atau didepan kamar, colokan saklar cuma 1.",0
"Saya Kecewa Karna Semalam Lampu Sempat Padam Hampir 1 Jam Karna Token Listrik Nya Habis,,,Selebih Nya Baik",0
they collect parking fee,0
"frontdesk kurang sigap pada saat cekin hotel, harus menunggu hingga setengah jam padahal saya datang sudah lewat dari jam 2 siang. agar ditingkatkan lagi, tks",0
"Tempat cukup oke, kurang sesuai dengan gambar. Mungkin butuh renovasi/perbaikan biar lebih menarik. Sempat kecewa air mati harus pindah kamar. Tapi pelayan sangat ramah dan mau membantu.",0
"Tdk sesuai di gambar kamarx,pesan yg double di kasih twin,breakfastx kehabisan makanan,padahal bru jam 8 pagi,staff tdk ramah cenderung cuek,tdk recommeded lah utk hotel ini,",0
tidak ada hiasan seperti perlengkapan airy room,0
"biasa biasa saja

",0
"pelayanan sangat ramah, lokasi lumyan strategis, ga jauh bwt cari makan n jajan, ada ruang makan trbuka yg bagus, tp syg ny kamar n fasilitas kamar ga sbaik playanan, hanger baju cm ada 1, ada rak kaca yg sangat ganggu, brp x kjedot d situ, kmr mandi ga ada gantungan baju, jd bingung bwt gantung baju n handuk",0
"pelayanannya tidak baik saat yg jaga pria??kamar ga ada sedikitpun fentilasi udara,ga ada kaca juga dikamar,kamar mandi kotor masih ada baju"" yg di gantung ntah punya siapa.",0
